epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,324.303,0.7371,0.48953,1.03473,0.9073,0.95049,0.93017,0.6977,1.0257,0.61681,1.32454,0.000412749,0.000412749,0.000412749
40,332.722,0.7133,0.45972,1.02104,0.83613,0.95238,0.93644,0.70678,1.14479,0.66773,1.44089,0.000379743,0.000379743,0.000379743
41,341.133,0.72529,0.46488,1.03719,0.92717,0.87785,0.93957,0.68154,1.12669,0.60917,1.38782,0.000346736,0.000346736,0.000346736
42,349.421,0.69079,0.45049,1.00864,0.93451,0.92857,0.9623,0.69126,1.14659,0.56333,1.40015,0.000313729,0.000313729,0.000313729
43,357.874,0.66733,0.43876,0.98851,0.89154,0.95231,0.9676,0.71463,1.13267,0.54732,1.39727,0.000280723,0.000280723,0.000280723
44,366.345,0.68957,0.44873,1.00633,0.88257,0.95238,0.9676,0.72703,1.13547,0.55177,1.44859,0.000247716,0.000247716,0.000247716
45,374.784,0.63731,0.42148,0.98321,0.93198,0.89934,0.96607,0.70866,1.13007,0.56074,1.41534,0.00021471,0.00021471,0.00021471
46,383.046,0.66179,0.41491,0.99743,0.9364,0.91869,0.9529,0.71417,1.05589,0.54978,1.3453,0.000181703,0.000181703,0.000181703
47,391.208,0.64274,0.40833,0.98775,0.93348,0.91439,0.95945,0.69399,1.08628,0.54298,1.37458,0.000148696,0.000148696,0.000148696
48,399.414,0.66231,0.42009,1.00515,0.8991,0.94332,0.95711,0.68897,1.14171,0.54047,1.41679,0.00011569,0.00011569,0.00011569
49,407.735,0.62059,0.40072,0.97739,0.9001,0.94644,0.96013,0.69642,1.11924,0.52379,1.39065,8.26832e-05,8.26832e-05,8.26832e-05
50,415.985,0.62063,0.39297,0.9813,0.92383,0.92857,0.96148,0.70268,1.1022,0.51907,1.37288,4.96766e-05,4.96766e-05,4.96766e-05
